Reinhold,bell-labs.com,Oomachi,38,41832,170,Sculpting,Serbia,0
Karla,du.edu,Junet,59,62434,155,Photography,Jordan,0
Vladimir,smu.edu,Ravve,32,27854,155,Cinema,Italy,0
Aude,labs.com,Ebbinghaus,18,47403,155,Poker,Israel,0
Carter,propel.com,Mitchem,33,37980,181,Piano,Monaco,0
Piergiorgio,crossgain.com,Schuschel,18,57488,174,Programming,Lebanon,0
Tumasch,uiuc.edu,Yarnikh,26,58396,155,Travelling,Honduras,0
Catharina,uni-muenster.de,Cichosz,29,51013,157,Reading,Togo,0
Javad,bellatlantic.net,Raum,18,39522,173,Sculpting,Bahamas,0
Chitoor,berkeley.edu,Muckstadt,51,45610,160,Photography,Ivory Coast,0
Shyamal,uic.edu,Littlehales,19,56047,187,Programming,Uzbekistan,0
Malte,ac.kr,Yapp,18,58050,189,Photography,Brunei,0
Vijnan,ufl.edu,Baja,44,34398,165,Poker,East Timor,0
Calton,uqam.ca,Ferragina,35,40015,164,Sculpting,El Salvador,0
Kendra,cornell.edu,Dabdub,18,33079,158,Travelling,Afghanistan,0
Grey,twsu.edu,Schwarzler,18,43020,170,Gaming,Thailand,0
Ghassan,intersys.com,Dumke,40,48222,181,Volleyball,San Marino,0
Shane,purdue.edu,Kochs,18,37376,160,Cinema,Nepal,0
Grigore,computer.org,Monteverde,22,48535,176,Reading,Ghana,0
Mourad,auc.dk,Narasimhan,54,45974,173,Volleyball,Hungary,0
Vugranam,sun.com,Miara,18,50937,165,Hockey,Micronesia,0
Raymund,zambeel.com,Kading,23,58541,162,Travelling,Uruguay,0
Boban,unbc.ca,Keaton,18,52887,176,Soccer,Luxembourg,0
Todd,earthlink.net,Ulmer,35,32558,160,Gaming,Iceland,0
Lowell,cti.gr,Wilk,18,48648,155,Swimming,Micronesia,0
Guglielmo,auth.gr,Lorcy,22,52181,160,Football,Croatia,0
Kazimierz,uwaterloo.ca,Dalmare,27,51151,172,Piano,Cameroon,0
Neveenta,mit.edu,Yingchun,19,54462,170,Volleyball,Comoros,0
Lars,cwi.nl,Nanadikar,27,49259,185,Skating,Chad,0
Sridhar,ernet.in,Gurzi,23,62197,163,Skating,Gabon,0
Shivi,umich.edu,Prinz,18,41570,183,Painting,Lebanon,0
Kirack,nwu.edu,Bramson,34,41493,165,Blogging,Monaco,0
Pozung,llnl.gov,Sandkuhl,56,55255,159,Tennis,Vatican City,0
Vasant,uu.se,Bitar,18,38759,164,Photography,Finland,0
Patricio,sybase.com,Durst,18,45186,167,Photography,Slovakia,0
Moheb,uni-trier.de,Seliger,27,40596,161,Singing,Ivory Coast,0
Leendert,uni-muenster.de,Greefhorst,18,48981,184,Soccer,Bangladesh,0
Soohong,ac.be,Newstead,18,56218,157,Football,Czech Republic,0
Mauri,concordia.ca,Wong,25,50320,164,Tennis,Malaysia,0
Rufus,poznan.pl,Nitsche,32,70552,177,Volleyball,India,0
Lucio,crossgain.com,Baggiolini,23,48411,176,Photography,Myanmar,0
Iliano,dec.com,McCloskey,38,28734,171,Soccer,Comoros,0
Hanspeter,baylor.edu,Treloar,43,34865,173,Reading,Congo,0
Nico,uregina.ca,Canepa,36,41033,171,Swimming,Syria,0
Yibing,cnr.it,Kohli,62,38876,173,Reading,Malta,0
Yoni,uni-muenchen.de,Evershed,19,39972,170,Poker,Iraq,0
Vaggelis,emc.com,Bruck,27,39584,158,Football,Iceland,0
Gavriela,usa.net,Kazakos,54,36945,162,Basketball,Yemen,0
Saumya,att.com,Batenin,38,31299,174,Gaming,Burkina,0
Aaron,unbc.ca,Fanchon,18,38273,172,Running,St Lucia,0
Sekhar,labs.com,Razborov,24,62305,171,Cinema,Guatemala,0
Sunghyun,uwindsor.ca,Stougie,44,62216,155,Poker,Greece,0
Bina,sybase.com,Guha,59,31098,179,Programming,Monaco,0
Igor,gatech.edu,Grieszl,21,41949,173,Writing,Gabon,0
Aspassia,usa.net,Schoning,31,45610,179,Guitar,Morocco,0
Nese,memphis.edu,Smotroff,22,44517,177,Poker,Uzbekistan,0
Aarne,brandeis.edu,Stuurman,47,40605,173,Football,Barbados,0
Yiming,csufresno.edu,Ciardo,18,44573,163,Blogging,Togo,0
Marcelino,crossgain.com,Strzalkowski,18,62762,164,Skating,Hungary,0
Mingzeng,uqam.ca,Ronchette,23,44489,183,Soccer,Guatemala,0
Xianjing,columbia.edu,Medvidovic,40,36967,188,Gaming,Portugal,0
Hon,compaq.com,Mintchev,32,35973,155,Sculpting,Oman,0
Calton,computer.org,Baur,18,57556,193,Drawing,Iraq,0
Martha,ucf.edu,Marotta,25,31632,170,Writing,Gambia,0
Dipanwita,savera.com,Zastre,18,48529,169,Drums,Canada,0
Erik,sunysb.edu,Cichon,32,44726,180,Volleyball,Saint Vincent and the Grenadines,0
Taoufik,telcordia.com,Weisman,18,43006,180,Tennis,Central African Rep,0
Kouchi,msn.com,Dilger,22,51198,180,Hockey,Ghana,0
Ernestine,sdsc.edu,Sundgren,87,46574,155,Painting,Grenada,0
Kokou,cmu.edu,Derochette,29,43386,194,Poker,Honduras,0
Gian,verity.com,Abella,18,56361,173,Piano,Estonia,0
Ebrahim,memphis.edu,Challab,23,41314,161,Writing,Nauru,0
Laif,ac.uk,Cosoroaba,18,56615,176,Hockey,Saint Vincent and the Grenadines,0
Gajendra,tue.nl,Terrat,39,48687,176,Hockey,Cameroon,0
Bastien,imag.fr,Horvitz,42,56649,167,Running,Marshall Islands,0
Julian,sds.no,Winsborough,18,57403,155,Running,Brazil,0
Nga,cabofalso.com,Whelan,26,59595,171,Singing,Kuwait,0
Sterling,indiana.edu,Milos,31,36261,189,Hockey,Central African Rep,0
Qingyu,nodak.edu,Cuatto,53,47046,169,Singing,Central African Rep,0
Myongsu,sbphrd.com,Newbery,19,34174,167,Sculpting,Saudi Arabia,0
Wilfredo,ibm.com,Rahm,36,29919,159,Running,Antigua and Barbuda,0
Alexis,cti.gr,Ozeri,36,41272,194,Hockey,Tunisia,0
Wagish,informix.com,Plantinga,37,45566,179,Piano,St Kitts and Nevis,0
Joe,concentric.net,Greif,41,59708,165,Piano,Mongolia,0
Dayne,rice.edu,Wohlfarth,18,53572,177,Reading,Denmark,0
Declan,hp.com,Collings,62,50584,166,Gaming,Korea South,0
Wenguang,ernet.in,Grabow,49,49614,160,Piano,Moldova,0
Sonal,sfu.ca,Flewelling,41,38399,184,Reading,Korea North,0
Enrique,unl.edu,Galbiati,56,66075,170,Tennis,Russian Federation,0
Katharine,cornell.edu,Snedden,25,59634,155,Drawing,Saint Vincent and the Grenadines,0
Rajkumar,zambeel.com,Katona,18,57237,169,Cinema,Guinea-Bissau,0
Shekar,earthlink.net,Hotzel,70,56365,170,Football,Saint Vincent and the Grenadines,0
Mingdong,uga.edu,Baowen,41,58751,165,Swimming,Suriname,0
Madge,llnl.gov,Hobby,41,40433,194,Drawing,Tanzania,0
Bassel,poznan.pl,Delaune,51,58621,167,Gaming,Suriname,0
Rosemarie,newpaltz.edu,Senator,44,53021,155,Travelling,Algeria,0
Ileana,sdsc.edu,Halewood,34,33680,158,Painting,Ukraine,0
Tuomas,duke.edu,Rothnie,41,48256,172,Football,Saint Vincent and the Grenadines,0
Erdogan,ibm.com,Hofting,40,49457,179,Swimming,Panama,0
Hongxing,sds.no,Bird,28,32896,164,Piano,United Arab Emirates,0
Leliane,lbl.gov,Potorti,18,42152,173,Hockey,Japan,0
Xuhua,brandeis.edu,Calvin,32,59178,155,Drawing,United States,0
Gianpaolo,monmouth.edu,Smaga,27,53154,188,Gaming,Antigua and Barbuda,0
Efstathios,uta.edu,Ventura,30,57843,166,Drums,Vanuatu,0
Denny,unl.edu,Giles,50,67358,176,Football,Argentina,0
Raphael,intersys.com,Backhouse,37,50684,178,Basketball,France,0
Tassadit,sybase.com,Korshunov,18,43153,162,Football,Iceland,0
Karima,utexas.edu,Toussaint,18,60709,172,Drawing,Burundi,0
Subhash,intersys.com,Delugach,18,51986,184,Soccer,Trinidad and Tobago,0
Montserrat,telcordia.com,Quiles,18,41760,163,Singing,Mexico,0
Jan,cohera.com,Dage,22,47240,176,Poker,Zimbabwe,0
Shawna,cwru.edu,Abrahao,21,41596,164,Basketball,United Arab Emirates,0
Raymoond,uwaterloo.ca,Ricarte,36,52995,181,Cinema,Kyrgyzstan,0
Belli,uni-marburg.de,Wyckof,44,44278,155,Blogging,Brunei,0
Leon,yorku.ca,Gibson,27,53422,166,Piano,Ethiopia,0
Nadjiba,sbphrd.com,Birta,26,48630,170,Photography,Cape Verde,0
Mandaly,njit.edu,Barnholdt,18,53597,187,Tennis,Tajikistan,0
Oscal,msstate.edu,Bodla,46,46542,165,Drawing,Guyana,0
Theirry,sds.no,Gracer,18,54840,168,Soccer,Bolivia,0
Giangiacomo,edu.hk,Ghidini,26,24740,162,Painting,Saint Vincent and the Grenadines,0
Omer,indiana.edu,Nastov,28,37659,155,Skating,Malta,0
Johanne,savera.com,Schwarzler,23,44707,168,Blogging,Nicaragua,0
Carrie,lante.com,Sorgatz,39,53609,163,Sculpting,Brunei,0
Alak,auc.dk,Cheriton,18,23381,168,Drawing,Bolivia,0
Keun,ac.kr,Birsak,18,38811,165,Blogging,Bhutan,0
Yusaku,hitachi.com,Rassart,18,43374,174,Football,Gambia,0
Mizuko,co.jp,Hartrumpf,40,70469,174,Piano,Cameroon,0
Quentin,uwindsor.ca,Klevans,27,68594,165,Cinema,Madagascar,0
Haojin,ucsd.edu,DeBellis,43,59779,160,Skating,Turkmenistan,0
Yanjie,duke.edu,Chubb,39,64073,159,Photography,Jordan,0
Zhixing,sfu.ca,Bordogna,37,61233,173,Guitar,Bulgaria,0
Eneko,uwo.ca,McEneaney,29,55085,164,Sculpting,Laos,0
Dirceu,clarkson.edu,Yach,50,45378,162,Skating,Egypt,0
Boudewijn,verity.com,Clint,40,67053,171,Photography,Albania,0
Taekyong,ntua.gr,Winograd,54,30961,164,Sculpting,San Marino,0
Donall,ac.at,Dunham,66,53984,161,Cinema,Bulgaria,0
Krichnakumar,cornell.edu,Kolaitis,40,68646,160,Photography,Croatia,0
Christino,concordia.ca,Ternovskaia,33,43620,173,Singing,Korea South,0
Arlan,sbphrd.com,Meriste,28,39861,179,Skating,Jordan,0
Paraskevi,hitachi.com,Soderlund,19,52922,162,Poker,Ghana,0
Sherif,msn.com,Cornu,38,53275,155,Photography,Bahamas,0
AbdelAli,cwru.edu,Megrelis,18,50138,188,Tennis,Niger,0
Guoping,purdue.edu,Ranta,34,62843,166,Swimming,United Kingdom,0
Yoshikatsu,mitre.org,Blakeman,21,34275,175,Volleyball,United Arab Emirates,0
Derek,cti.gr,Cashman,43,69364,193,Photography,Montenegro,0
Ming,att.com,Hylton,58,48130,179,Photography,Benin,0
Amalendu,wpi.edu,Kurematsu,31,31430,177,Hockey,Russian Federation,0
Petru,rpi.edu,Vollamr,45,37401,162,Football,Spain,0
Yongdong,verity.com,Devitt,18,50293,155,Swimming,St Kitts and Nevis,0
Sungchae,rwth-aachen.de,Capon,25,45983,166,Drums,Malta,0
Renate,ac.jp,Capobianchi,38,53859,170,Volleyball,Thailand,0
Praful,pitt.edu,Olveszky,18,58990,171,Sculpting,Albania,0
Nasir,mit.edu,Nixon,33,53617,179,Drawing,Qatar,0
Sadok,sfu.ca,Muzio,30,40319,155,Football,Mongolia,0
Bingchiang,cas.cz,Lattin,18,38197,169,Poker,Solomon Islands,0
Ippolito,cmu.edu,Mundy,31,51118,155,Drums,Korea South,0
Luiz,arizona.edu,Travis,18,52079,164,Travelling,Italy,0
Kazushi,msstate.edu,Peha,18,59282,155,Hockey,Greece,0
Ryotaro,unf.edu,Demke,26,33776,174,Blogging,Oman,0
Azad,umass.edu,Gniady,18,54415,181,Volleyball,Palau,0
Kunihiro,infomix.com,Iciki,29,59496,170,Skating,Kenya,0
Slava,ac.kr,Alpin,23,37173,167,Football,Tuvalu,0
Junzo,smu.edu,Gershman,34,50269,155,Blogging,Argentina,0
Maire,washington.edu,Farrar,18,51010,170,Drawing,Burundi,0
Anja,sybase.com,Bolliger,38,53416,158,Running,Seychelles,0
Maren,utexas.edu,Cambanis,27,38080,174,Drums,Slovenia,0
Yehudit,ogi.edu,Peron,22,76698,173,Cinema,Ecuador,0
Alexius,llnl.gov,Lukasiewicz,42,63559,170,Football,Israel,0
Nahum,intersys.com,Rychly,21,52723,159,Programming,Serbia,0
Calogero,poly.edu,Schuschel,18,55609,179,Guitar,Philippines,0
Maryse,nyu.edu,Bate,66,47601,174,Blogging,Burkina,0
Jeannie,okcu.edu,Duong,18,52460,173,Piano,Norway,0
Masaski,co.in,Brancadori,20,35562,169,Painting,Iraq,0
Atsushi,verity.com,Koester,31,72330,179,Volleyball,Paraguay,0
Jocob,auc.dk,Naumovich,23,45767,175,Painting,Malawi,0
Minsuk,telcordia.com,Maeder,18,46717,165,Travelling,Belize,0
Swaroop,dauphine.fr,Galtieli,36,67661,182,Poker,Tajikistan,0
Swati,forth.gr,Kochskamper,32,40086,163,Volleyball,Djibouti,0
Martyne,sfu.ca,Fraenkel,18,54985,170,Tennis,Algeria,0
Alf,wisc.edu,Haraguchi,18,50223,178,Cinema,Bahrain,0
Miomir,umb.edu,Hansmann,40,71071,166,Drums,Liechtenstein,0
Nasi,memphis.edu,Nikander,23,74403,170,Hockey,Eritrea,0
Juregn,rice.edu,Farinha,22,46040,160,Sculpting,Ethiopia,0
Irith,stanford.edu,Strasser,28,64817,156,Basketball,Nigeria,0
Harman,ac.be,Malabarba,23,48627,163,Drawing,Nauru,0
Baoqiu,microsoft.com,Neuwirth,18,43421,179,Drums,Mauritius,0
Hisanori,microsoft.com,Slimani,56,61074,174,Travelling,Benin,0
Chulwoo,lri.fr,Callen,31,56000,160,Skating,Benin,0
Mihalis,njit.edu,Ying,18,49982,181,Painting,Finland,0
Cong,intersys.com,Rinschede,19,44879,170,Drawing,Mexico,0
Fan,att.com,Ackroyd,27,54392,163,Programming,Jamaica,0
Jichiang,uni-sb.de,Maleki,54,50860,155,Football,Guinea-Bissau,0
Luigi,brown.edu,Dunbar,41,33448,168,Travelling,Tunisia,0
Akhtar,umich.edu,Bordawekar,34,55372,177,Programming,Poland,0
Richard,pi.it,Wheeler,19,47005,161,Football,Belize,0
Pirjo,indiana.edu,Brandsma,49,59664,162,Tennis,Mauritius,0
Hian,columbia.edu,Hoffner,34,61287,155,Swimming,Iraq,0
Giorgio,llnl.gov,Levenshtein,33,35981,166,Skating,Sweden,0
Maylis,auth.gr,Chattergy,45,48993,155,Reading,Venezuela,0
Seungwang,memphis.edu,Pierce,24,41607,174,Singing,China,0
Yuejun,ul.pt,Grundmann,28,48747,155,Cinema,Comoros,0
Kunihito,unbc.ca,Lafortune,29,46763,175,Basketball,New Zealand,0
Somasundaram,co.jp,Pangrle,32,52547,180,Sculpting,Lithuania,0
Ryouichi,berkeley.edu,Kamber,20,62902,169,Football,Poland,0
Herschel,oracle.com,Srihari,33,36202,162,Drums,Solomon Islands,0
Fuhua,uic.edu,Witteveen,50,42482,183,Travelling,Namibia,0
Aleksandr,emc.com,Adlassnig,38,44267,181,Singing,Qatar,0
Serge,solidtech.com,Joeris,39,53678,176,Poker,Djibouti,0
Takenori,computer.org,Masden,54,51208,162,Reading,Slovenia,0
Huaxiong,uni-muenchen.de,Shallit,39,57147,178,Travelling,Pakistan,0
Bakhadyr,compaq.com,Ducret,35,47267,187,Reading,Rwanda,0
Milos,msstate.edu,McCluskey,34,56806,158,Cinema,Comoros,0
Efstathios,computer.org,Sidhu,21,51942,159,Reading,Kazakhstan,0
Sajee,arizona.edu,Butterworth,18,48614,168,Running,Mauritius,0
Shriram,mitre.org,Laubscher,19,53534,166,Swimming,Vanuatu,0
Shirin,ac.be,Diede,20,49458,170,Running,Germany,0
Famory,computer.org,Tiberghien,32,54657,169,Gaming,Switzerland,0
Kyle,berkeley.edu,Bahi,29,43115,163,Volleyball,Cyprus,0
Saugata,bellatlantic.net,Hisaki,20,53066,171,Running,Sri Lanka,0
Willy,hitachi.com,Terral,18,43947,166,Skating,Latvia,0
Kriengkrai,prc.com,Vlachantonis,18,40870,167,Reading,Tunisia,0
Antoin,wpi.edu,Kurata,34,40111,177,Hockey,Barbados,0
Bertin,poly.edu,Gust,42,60464,173,Travelling,Niger,0
Bernice,savera.com,Chappell,18,47907,183,Programming,Guinea,0
Niklaus,umd.edu,Cherinka,47,51621,183,Blogging,Australia,0
Aimee,co.in,Willhoft,24,38333,178,Reading,Bahamas,0
Jackson,poly.edu,Abellanas,45,46878,181,Basketball,Fiji,0
Serban,ufl.edu,Grab,33,63958,175,Football,Lesotho,0
Kishor,nyu.edu,Gabbrieli,46,66236,155,Poker,Micronesia,0
Ortwin,hitachi.com,Slutz,30,66494,161,Drawing,Haiti,0
Amnon,compaq.com,Verbitsky,44,62072,165,Travelling,Monaco,0
Willard,acm.org,Thiry,66,46334,174,Gaming,Bahrain,0
Mino,brandeis.edu,Mitsuhashi,38,50561,163,Photography,Czech Republic,0
Sujoy,crossgain.com,Rifaut,34,57995,177,Gaming,New Zealand,0
Nicolas,ac.jp,Goil,59,44370,183,Singing,Kosovo,0
Juanita,sbphrd.com,Macrosson,41,59776,161,Gaming,Philippines,0
Jyoti,newpaltz.edu,McMahan,18,74837,181,Guitar,Ethiopia,0
Cesur,rutgers.edu,Vries,18,59722,158,Drawing,Malaysia,0
Arnaldo,twsu.edu,Lanet,21,33919,187,Drums,China,0
Ilham,crossgain.com,Hembry,18,32641,177,Drawing,Mexico,0
Hironao,msstate.edu,Belleghem,25,41982,174,Hockey,Malawi,0
Shigetomo,emc.com,Piney,37,65391,170,Tennis,Saint Vincent and the Grenadines,0
Doru,ibm.com,Rivest,33,36969,166,Football,Liechtenstein,0
Davi,sun.com,Drenick,31,58115,168,Hockey,Micronesia,0
Kriton,ucsd.edu,Erev,18,66148,162,Painting,San Marino,0
Christa,sunysb.edu,Mattoso,45,45013,175,Piano,Russian Federation,0
Ghassan,telcordia.com,Harloff,34,54625,166,Writing,Egypt,0
Nitsan,yahoo.com,Pusch,18,58744,179,Poker,Liechtenstein,0
Kosaburo,propel.com,Minka,41,63947,170,Programming,Iceland,0
Fintan,computer.org,Guad,50,54055,162,Programming,Bahrain,0
Lidong,imag.fr,Reistad,30,51881,164,Skating,Saint Vincent and the Grenadines,0
Rance,duke.edu,Colbourn,18,54214,155,Volleyball,Israel,0
Doreen,sdsc.edu,Glanzel,20,48782,167,Tennis,Sierra Leone,0
Duri,unl.edu,Siler,46,49342,161,Guitar,Togo,0
Eralp,uni-mannheim.de,Jonsson,29,38264,166,Painting,Saudi Arabia,0
Otmar,bellatlantic.net,Rothnie,31,42739,169,Blogging,San Marino,0
Pil,cwi.nl,Wegenkittl,35,69148,155,Drawing,Mauritius,0
Andishe,savera.com,Castellanos,18,56601,195,Cinema,Ghana,0
Shaun,bellatlantic.net,Etiemble,64,70539,178,Drums,Iran,0
Surapol,ac.kr,Kading,38,44485,171,Blogging,Swaziland,0
Makiki,twsu.edu,Erva,51,66177,172,Drawing,Senegal,0
Belen,ucr.edu,Crouch,24,36746,191,Drums,Netherlands,0
Wojtek,clustra.com,Adlassnig,36,50738,178,Hockey,Luxembourg,0
Elise,ucf.edu,Osisek,18,51965,155,Travelling,United States,0
Rufus,forth.gr,Crutchfield,20,47539,171,Running,Benin,0
Natraj,ask.com,Meriem,18,54794,155,Guitar,Yemen,0
Joshua,poznan.pl,Vollmeyer,40,51366,155,Swimming,Korea North,0
Marcela,brown.edu,Langtangen,28,26108,168,Painting,United Kingdom,0
Shigeaki,cnr.it,Stanica,34,73368,156,Writing,Rwanda,0
Wei,indiana.edu,Wolford,26,48168,158,Travelling,Portugal,0
Gradimir,computer.org,Okasaki,50,23021,176,Soccer,Cambodia,0
Mizuho,telcordia.com,Joersz,26,61845,173,Guitar,Belarus,0
Patiwat,microsoft.com,Llana,19,52082,170,Reading,Serbia,0
Sakae,airmail.net,Bergsten,33,48944,166,Drawing,Bulgaria,0
Giulio,temple.edu,Capaccioli,46,55563,155,Volleyball,Fiji,0
Akinari,rwth-aachen.de,Hodel,28,47108,165,Swimming,Guatemala,0
Paulette,unbc.ca,Ruffin,51,50142,176,Volleyball,Canada,0
Parris,monmouth.edu,Reid,33,51001,177,Skating,Venezuela,0
Milan,edu.cn,Boughanem,33,37271,168,Reading,Belgium,0
Taenam,itc.it,Wessel,31,55752,161,Travelling,Italy,0
Ernesto,edu.sg,Falby,36,50298,176,Skating,Mauritania,0
Winnie,ualberta.ca,Neuwirth,18,53764,169,Travelling,Syria,0
Farzin,unf.edu,Morrey,18,36346,178,Blogging,Bulgaria,0
Erick,ntua.gr,Mahapatra,25,58023,157,Hockey,India,0
Theodoulos,filemaker.com,Illies,23,45083,156,Basketball,Turkey,0
Berry,forth.gr,Dorling,25,54310,169,Painting,Nauru,0
Reini,propel.com,DiGiano,18,43828,167,Writing,Rwanda,0
Piyawadee,uni-sb.de,Benson,18,54260,155,Swimming,Pakistan,0
Pallavi,clarkson.edu,Bao,18,47913,171,Programming,Monaco,0
Stylianos,ncr.com,Murillo,47,35862,168,Piano,Tunisia,0
Ghassan,forwiss.de,Olien,29,46389,158,Basketball,Democratic Republic of Congo,0
Viviane,cas.cz,Piveteau,45,57058,171,Writing,Uganda,0
Miles,ubs.com,Dur,60,43354,159,Volleyball,Belarus,0
Petro,labs.com,Struble,61,33556,174,Skating,Oman,0
Gopal,broadquest.com,Klawonn,48,51025,170,Painting,Lithuania,0
Winnie,unl.edu,Vrancken,30,40971,168,Soccer,Senegal,0
Margarida,tue.nl,Czyzowicz,18,76637,169,Football,Algeria,0
Christi,cwru.edu,Aschim,56,36128,166,Basketball,Kenya,0
Joaquim,poznan.pl,Cheriyan,30,64061,179,Gaming,Canada,0
Ilya,wisc.edu,Usery,22,51067,169,Piano,Albania,0
Petro,unical.it,Isbell,52,52265,155,Hockey,Ukraine,0
Duncan,msstate.edu,Geffroy,20,53509,156,Drums,Dominican Republic,0
Ersan,filelmaker.com,Vrajitoru,30,46699,181,Painting,Argentina,0
Chirstian,umich.edu,Seibert,43,40144,171,Drawing,Trinidad and Tobago,0
Adham,concordia.ca,Mutschke,47,44300,183,Guitar,Kosovo,0
Vigyan,memphis.edu,Menezes,46,31503,171,Writing,Saudi Arabia,0
Jianghong,panasonic.com,Shimojo,40,49921,162,Piano,Czech Republic,0
Dinkar,ucdavis.edu,Corno,31,54351,156,Volleyball,Costa Rica,0
Chrisila,unbc.ca,Lust,30,52155,173,Blogging,Barbados,0
Sanjaya,nodak.edu,Fuhrman,36,49801,161,Basketball,Togo,0
Twan,rutgers.edu,Rauch,42,32826,155,Swimming,Hungary,0
Wael,wisc.edu,Lamma,40,50378,168,Photography,Sudan,0
Nobu,sdsc.edu,Guenter,34,61079,178,Photography,Oman,0
Shalom,arizona.edu,Budimac,18,48784,162,Hockey,Uganda,0
Shepherd,uwo.ca,Trystram,35,48733,175,Reading,Venezuela,0
Teageun,ubs.com,Lipponen,22,57055,155,Travelling,Togo,0
Zhilin,mitre.org,Rusinkiewicz,18,36979,164,Programming,Belarus,0
Atanas,auth.gr,Kinnen,49,60865,174,Piano,Comoros,0
Loic,unical.it,Czajkowski,42,48154,167,Skating,Equatorial Guinea,0
Ashley,ntua.gr,Mosberger,18,58411,171,Painting,South Africa,0
Erin,brandeis.edu,Tapken,45,61738,170,Painting,Romania,0
Chunming,umb.edu,Lokketangen,18,38963,181,Blogging,Iraq,0
Miranda,umich.edu,Carboni,41,68887,161,Singing,Ethiopia,0
Karama,uni-marburg.de,Goel,58,70737,160,Piano,Senegal,0
Djordje,uni-muenchen.de,Pohl,18,43590,170,Gaming,Jamaica,0
Zvonko,indiana.edu,Wacholder,38,42818,188,Poker,Qatar,0
Bertha,mit.edu,Morreau,34,65677,171,Swimming,United States,0
Pum,ou.edu,Cenzer,33,51814,171,Reading,Grenada,0
Jeffry,ucdavis.edu,Gosling,32,39793,175,Photography,Gabon,0
Hala,bell-labs.com,Pietrzak,26,55241,168,Swimming,Gambia,0
Jitian,uwaterloo.ca,Prete,26,66810,176,Writing,Nicaragua,0
Terrence,auth.gr,Zilles,37,44340,177,Painting,Seychelles,0
Kanna,yorku.ca,Ikehara,18,41661,164,Painting,Lebanon,0
Yasemin,unical.it,Kunchithapadam,31,48816,175,Piano,Sweden,0
Mischa,sybase.com,Pezze,25,39127,165,Drawing,Greece,0
Ponnarasu,utexas.edu,Brattka,19,84339,165,Swimming,Equatorial Guinea,0
Rene,neu.edu,Poehlman,30,44338,155,Reading,Austria,0
Akihiko,cmu.edu,Poujol,54,66389,160,Football,Guinea,0
Adham,twsu.edu,Shemesh,37,53432,180,Football,Bahrain,0
Xingwei,co.jp,Yano,26,54141,157,Programming,Lesotho,0
Gotz,clustra.com,Poupard,25,62806,160,Guitar,Togo,0
Norio,wisc.edu,Lakshmipathy,29,48500,158,Sculpting,Zambia,0
Vamsi,unf.edu,Dalamages,40,56197,177,Drums,Somalia,0
Pratul,smu.edu,Dams,35,47723,167,Painting,Canada,0
Narayana,forwiss.de,Mulatero,31,43637,169,Reading,Angola,0
Lluis,cwru.edu,Creecy,32,56837,176,Running,Myanmar,0
Dietmar,uni-sb.de,Rebizant,52,51074,177,Gaming,Tanzania,0
Atish,wpi.edu,Marchuk,34,49713,165,Reading,Serbia,0
Huaiyuan,cas.cz,Gora,22,31456,188,Running,Gabon,0
